address,gmgn_note,reason,action
GsVbrzdUrurGvg6Ka3BiBKis3DKYnLv833ycfkNRrJWA,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=0.0；hold=0.086120656421588；sell_ratio=0.0,risk_watch
8EEpQyd7qhAY9uFXdpAyjwfZXXKhZBtFykvvDEGUr35S,RCF-EARLY_BUYER-E2-STRUCTURE_SIDE,"GMGN标签=sniper,dev_team,top_holder,bundler；profit=25100.916079068724；hold=0.054921759292785；sell_ratio=0.5627383821384393",risk_watch
HF4E4GgCAwrAkKcadbAc5wHvuV6VCadPkrZKAobCHgPW,RCF-EARLY_BUYER-E2-STRUCTURE_SIDE,"GMGN标签=sniper,dev_team,top_holder,bundler；profit=12028.712324013539；hold=0.039747826721841；sell_ratio=0.4405175292984313",risk_watch
jaZHPqkFGgXHYFytEHopUTk3XqS8VpudUDnLJv97x3i,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=1199.0654803406132；hold=0.008973392213737；sell_ratio=0.19999999999998216,risk_watch
Bq5sjcUGt1YjopoLCtpTDQrwchXAo1KeE9pkErGPBNqu,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=-54.07861448424728；hold=0.004303694576078；sell_ratio=0.0,risk_watch
JcpLXyYcT5uwoNvDBjd2sriWcnU67HBJNZueMPGDqdq,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=5.8205612031824785；hold=0.004263889348057；sell_ratio=0.0,risk_watch
97BUVXWeohA1z79UnBHfnTx2gkBbEjkt4FR1xoLzGcY7,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=407.7965635589053；hold=0.004177658650833；sell_ratio=0.0,risk_watch
F5XWc62SE1KqPA9QaSXdMWJaXrvu4rEaL2bFFdXj8DLC,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=158.35342323569432；hold=0.003905183273139；sell_ratio=0.0,risk_watch
9ugCpnSNPyhvQMgw9qvTMUTTQjzQovNN7yXDDaSmsnc1,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=-195.1450560902058；hold=0.0038399327305220004；sell_ratio=0.0,risk_watch
BHcypcAbKmT2TyBcgi6346jtD7SUieC5txiYJJN36oK9,RCF-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=283.6468331235753；hold=0.003751085102276；sell_ratio=0.0,risk_watch
