代币地址,代币符号,候选筛选等级,模式,风险门禁,风险等级,信号等级,策略类型,信号时间,信号价格,信号置信分,建议纸面仓位SOL,止损价格,最大浮盈_pct,最终收益率_pct,自动准备输出,状态,说明
Y4vtfnvGSTe2exSm94SXUq3684MGWwWEhXzASkupump,trollina,S3_进入SIKK结构分析,paper,ALLOW_PAPER_TRADE_允许纸面交易,低,S4_强确认信号,SIKK-B 控盘箱体突破回踩,2026-05-04 11:19:00 UTC,5.5488961e-05,99.0,0.2,5.0196249872e-05,3.7598,-9.5383,"{'json': 'data/gmgn_candidates_live_run/candidate_signal_outputs/Y4vtfnvGSTe2exSm94SXUq3684MGWwWEhXzASkupump/signal_outputs/token_readiness_result.json', 'risk': 'data/gmgn_candidates_live_run/candidate_signal_outputs/Y4vtfnvGSTe2exSm94SXUq3684MGWwWEhXzASkupump/signal_outputs/risk_gate_report.json', 'signal': 'data/gmgn_candidates_live_run/candidate_signal_outputs/Y4vtfnvGSTe2exSm94SXUq3684MGWwWEhXzASkupump/signal_outputs/signal_events.csv', 'paper': 'data/gmgn_candidates_live_run/candidate_signal_outputs/Y4vtfnvGSTe2exSm94SXUq3684MGWwWEhXzASkupump/signal_outputs/paper_trades.csv', 'exit': 'data/gmgn_candidates_live_run/candidate_signal_outputs/Y4vtfnvGSTe2exSm94SXUq3684MGWwWEhXzASkupump/signal_outputs/exit_plan.json', 'review': 'data/gmgn_candidates_live_run/candidate_signal_outputs/Y4vtfnvGSTe2exSm94SXUq3684MGWwWEhXzASkupump/signal_outputs/auto_readiness_review.md'}",ok,纸面交易/自动准备信号，不执行真实 swap
ziffq43QSCC95DUjVc7cULKYttEHyA1pops25gDpump,CARDS,S3_进入SIKK结构分析,paper,ALLOW_PAPER_TRADE_允许纸面交易,低,S4_强确认信号,SIKK-B 控盘箱体突破回踩,2026-05-04 11:16:00 UTC,0.00011386872,95.0,0.085673,8.064092761599999e-05,0.5392,-29.1808,"{'json': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ziffq43QSCC95DUjVc7cULKYttEHyA1pops25gDpump/signal_outputs/token_readiness_result.json', 'risk': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ziffq43QSCC95DUjVc7cULKYttEHyA1pops25gDpump/signal_outputs/risk_gate_report.json', 'signal': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ziffq43QSCC95DUjVc7cULKYttEHyA1pops25gDpump/signal_outputs/signal_events.csv', 'paper': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ziffq43QSCC95DUjVc7cULKYttEHyA1pops25gDpump/signal_outputs/paper_trades.csv', 'exit': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ziffq43QSCC95DUjVc7cULKYttEHyA1pops25gDpump/signal_outputs/exit_plan.json', 'review': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ziffq43QSCC95DUjVc7cULKYttEHyA1pops25gDpump/signal_outputs/auto_readiness_review.md'}",ok,纸面交易/自动准备信号，不执行真实 swap
ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump,TROLLIEN,S3_进入SIKK结构分析,paper,ALLOW_PAPER_TRADE_允许纸面交易,低,S4_强确认信号,SIKK-B 控盘箱体突破回踩,2026-05-04 11:43:00 UTC,0.00015111259,95.0,0.2,0.00013546734045600002,2.8639,-10.3534,"{'json': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/signal_outputs/token_readiness_result.json', 'risk': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/signal_outputs/risk_gate_report.json', 'signal': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/signal_outputs/signal_events.csv', 'paper': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/signal_outputs/paper_trades.csv', 'exit': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/signal_outputs/exit_plan.json', 'review': 'data/gmgn_candidates_live_run/candidate_signal_outputs/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/signal_outputs/auto_readiness_review.md'}",ok,纸面交易/自动准备信号，不执行真实 swap
7CR3CBpivSMzBEet3cvUckjeSLdbCKaxRB1yNNm6pump,trolls,S3_进入SIKK结构分析,paper,ALLOW_PAPER_TRADE_允许纸面交易,低,S1_观察信号,控盘箱体观察,2026-05-04 12:36:00 UTC,0.00010506173,64.0,0.0,0.000103041168596,,,"{'json': 'data/gmgn_candidates_live_run/candidate_signal_outputs/7CR3CBpivSMzBEet3cvUckjeSLdbCKaxRB1yNNm6pump/signal_outputs/token_readiness_result.json', 'risk': 'data/gmgn_candidates_live_run/candidate_signal_outputs/7CR3CBpivSMzBEet3cvUckjeSLdbCKaxRB1yNNm6pump/signal_outputs/risk_gate_report.json', 'signal': 'data/gmgn_candidates_live_run/candidate_signal_outputs/7CR3CBpivSMzBEet3cvUckjeSLdbCKaxRB1yNNm6pump/signal_outputs/signal_events.csv', 'paper': 'data/gmgn_candidates_live_run/candidate_signal_outputs/7CR3CBpivSMzBEet3cvUckjeSLdbCKaxRB1yNNm6pump/signal_outputs/paper_trades.csv', 'exit': 'data/gmgn_candidates_live_run/candidate_signal_outputs/7CR3CBpivSMzBEet3cvUckjeSLdbCKaxRB1yNNm6pump/signal_outputs/exit_plan.json', 'review': 'data/gmgn_candidates_live_run/candidate_signal_outputs/7CR3CBpivSMzBEet3cvUckjeSLdbCKaxRB1yNNm6pump/signal_outputs/auto_readiness_review.md'}",ok,纸面交易/自动准备信号，不执行真实 swap
