signal_level,strategy_type,signal_time,signal_price,confidence_score,evidence,invalidation_reasons
S4_强确认信号,SIKK-B 控盘箱体突破回踩,2026-05-04 11:43:00 UTC,0.00015111259,95.0,"['第一波控盘箱体明确', '收盘突破控盘箱体上沿', '回踩不破 0.382 上中轴', '收盘站上 AVWAP', 'OBV 不弱或增强', 'CMF 改善或转正', '早期钱包未集中清仓', '突破最近 LH', '形成 HL → HH']",[]
