timestamp,time_utc,open,high,low,close,volume,market_cap,volume_ma20,rvol,obv,cmf20,mfi14,atr14,atr_pct,avwap,swing,structure_tag,lower_wick_ratio,accumulation_score,score_reasons
1777499640,2026-04-29 21:54:00 UTC,0.00011070982,0.00011070982,6.588287e-05,6.7360482e-05,5385.21668411,67356.72112956898,,,0.0,,,,,8.1317724e-05,,,0.03296258166125527,15,未继续大幅创新低
1777499700,2026-04-29 21:55:00 UTC,6.7360482e-05,7.0125377e-05,6.1356216e-05,6.7383529e-05,1635.24437752,67379.76684280888,,,1635.24437752,,,,,7.781700519114529e-05,,,0.6847024475887723,25,未继续大幅创新低;明显下影线
1777499760,2026-04-29 21:56:00 UTC,6.7383529e-05,9.1751705e-05,6.6944488e-05,8.7487176e-05,3272.3428856,87482.29141598957,,,4907.58726312,,,,,7.916631766116387e-05,,,0.01769811583459762,30,未继续大幅创新低;接近/站上开盘AVWAP
1777499820,2026-04-29 21:57:00 UTC,8.7487176e-05,9.6820327e-05,8.6744635e-05,9.6820327e-05,1189.87459632,96814.92132750295,,,6097.46185944,,,,,8.06476608153112e-05,,,0.07369627813156593,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777499880,2026-04-29 21:58:00 UTC,9.6820327e-05,9.7800047e-05,8.2243221e-05,8.4061863e-05,2763.0075928976,84057.16965806499,,,3334.4542665424,,,,,8.208047315684624e-05,SH,,0.11690315235254281,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777499940,2026-04-29 21:59:00 UTC,8.4061863e-05,8.7929294e-05,8.4009859e-05,8.7693274e-05,476.88260739,87688.37790912604,,,3811.3368739324,,,,,8.222505704247425e-05,,,0.013268238917089632,30,未继续大幅创新低;接近/站上开盘AVWAP
1777500000,2026-04-29 22:00:00 UTC,8.7693274e-05,8.8798801e-05,8.2119949e-05,8.2170346e-05,585.84678399,82165.75826524213,,,3225.4900899424,,,,,8.23068764672763e-05,,,0.007545757863776664,30,未继续大幅创新低;接近/站上开盘AVWAP
1777500060,2026-04-29 22:01:00 UTC,8.2170346e-05,8.221428e-05,6.9365564e-05,7.1647497e-05,1797.18700249,71643.4967769475,,,1428.3030874524002,,,,,8.14771040796128e-05,,,0.17760008081741488,15,未继续大幅创新低
1777500120,2026-04-29 22:02:00 UTC,7.1647497e-05,7.3381559e-05,3.4039783e-05,3.6633756e-05,4126.66517991,36631.71066413501,,,-2698.3620924576,,,,,7.497412421513242e-05,SL,,0.06593431369239666,15,未继续大幅创新低
1777500180,2026-04-29 22:03:00 UTC,3.6633756e-05,4.295645e-05,3.5277608e-05,4.1069645e-05,2290.42292294,41067.35199958036,,,-407.9391695176,,,,,7.154606651800906e-05,,,0.17660840006865663,15,未继续大幅创新低
1777500240,2026-04-29 22:04:00 UTC,4.1069645e-05,5.591552e-05,4.0599667e-05,5.3397901e-05,2187.13847532,53394.91968839137,,,1779.1993058024,,,,,6.971067532447189e-05,,,0.03068572152004857,35,未继续大幅创新低;OBV上升/未跟随创新低
1777500300,2026-04-29 22:05:00 UTC,5.3397901e-05,6.6972262e-05,5.2940115e-05,6.6036285e-05,1295.77214124,66032.59806213588,,,3074.9714470424,,,,,6.933988363945331e-05,,,0.03262408810284003,35,未继续大幅创新低;OBV上升/未跟随创新低
1777500360,2026-04-29 22:06:00 UTC,6.6036285e-05,7.70627e-05,6.2863451e-05,7.6537841e-05,1530.61256795,76533.56773926129,,,4605.584014992401,,,,,6.949086155906794e-05,,,0.2234508318010343,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777500420,2026-04-29 22:07:00 UTC,7.6537841e-05,0.0001257384,7.6537841e-05,0.00012493585,4062.80243952,124928.8745816228,,,8668.386454512402,,56.47864692502707,1.9089376785714282e-05,0.15279342787289862,7.442368071890117e-05,,,0.0,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777500480,2026-04-29 22:08:00 UTC,0.00012493585,0.00027173832,0.00012493585,0.00026556331,13193.12467161,265548.4830692761,,,21861.5111261224,,82.34275567291377,2.6373342500000003e-05,0.09931094208759486,0.00011658039745131214,,,0.0,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
