代币地址,信号时间,策略类型,信号等级,模拟入场价,模拟仓位SOL,止损价,最大浮盈_pct,最大浮亏_pct,最终出场价,最终收益率_pct,最终R倍数,出场原因,是否命中止损,是否命中止盈,已触发止盈次数
Hx2CNHde124aDvhyviusCAkp9nnEYEwfefghHRqgpump,2026-05-03 10:26:00 UTC,SIKK-B 控盘箱体突破回踩,S4_强确认信号,6.4925116e-05,0.071587,4.2251477892e-05,9.2367,-38.8116,4.2251477892e-05,-34.9228,-1.0,命中硬止损,True,False,0
