统计类型,分组,关闭仓位数,盈利仓位数,胜率_pct,平均收益率_pct,中位数收益率_pct,总收益SOL,平均最大浮盈_pct,平均最大浮亏_pct,最佳单笔_pct,最差单笔_pct
wallet_structure_status,UNKNOWN,4,3,75.0,212.2423,178.0419,0.0,158.283,-7.7257,497.2784,-4.3929
wallet_structure_status,WALLET_BLOCK,174,54,31.0345,1.2786,-0.2108,0.0,6.375,-0.1288,679.3995,-98.3146
failure_type,STRUCTURE_WEAKENING,158,57,36.0759,6.7813,-0.9451,0.0,11.0278,-0.3374,679.3995,-98.3146
failure_type,命中纸面止损,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wallet_structure_status_x_signal_level,UNKNOWN|S4_强确认信号,4,3,75.0,212.2423,178.0419,0.0,158.283,-7.7257,497.2784,-4.3929
wallet_structure_status_x_signal_level,WALLET_BLOCK|S4_强确认信号,174,54,31.0345,1.2786,-0.2108,0.0,6.375,-0.1288,679.3995,-98.3146
