timestamp,time_utc,open,high,low,close,volume,market_cap,volume_ma20,rvol,obv,cmf20,mfi14,atr14,atr_pct,avwap,swing,structure_tag,lower_wick_ratio,accumulation_score,score_reasons
1777867320,2026-05-04 04:02:00 UTC,6.891002e-05,7.1594411e-05,6.1434177e-05,6.9646212e-05,13456.97246444,69646.212,,,0.0,,,,,6.755826666666667e-05,,,0.7357943724524455,40,未继续大幅创新低;明显下影线;接近/站上开盘AVWAP
1777867380,2026-05-04 04:03:00 UTC,6.9646212e-05,7.5977104e-05,6.2409162e-05,7.2789362e-05,11730.84762946,72789.362,,,11730.84762946,,,,,6.887797751130619e-05,,,0.5333933473477407,40,未继续大幅创新低;明显下影线;接近/站上开盘AVWAP
1777867440,2026-05-04 04:04:00 UTC,7.2789362e-05,8.0325248e-05,7.0508636e-05,7.8937291e-05,12687.84010723,78937.291,,,24418.68773669,,,,,7.146153320708338e-05,,,0.23233331418212297,30,未继续大幅创新低;接近/站上开盘AVWAP
1777867500,2026-05-04 04:05:00 UTC,7.8937291e-05,8.5181255e-05,7.2474245e-05,8.1834923e-05,10745.31513997,81834.923,,,35164.00287666,,,,,7.331100922822122e-05,,,0.5086205173364939,60,未继续大幅创新低;OBV上升/未跟随创新低;明显下影线;接近/站上开盘AVWAP
1777867560,2026-05-04 04:06:00 UTC,8.1834923e-05,9.0497417e-05,7.9815569e-05,8.7274604e-05,11473.4626865,87274.604,,,46637.46556316,,,,,7.570739415102711e-05,,,0.18904537866481563,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777867620,2026-05-04 04:07:00 UTC,8.7274604e-05,9.183659e-05,8.2174819e-05,9.0035437e-05,10853.52441765,90035.437,,,57490.98998081,,,,,7.75902893679699e-05,,,0.5278312847613558,60,未继续大幅创新低;OBV上升/未跟随创新低;明显下影线;接近/站上开盘AVWAP
1777867680,2026-05-04 04:08:00 UTC,9.0035437e-05,9.2014748e-05,8.0408094e-05,8.8313602e-05,12658.56232697,88313.602,,,44832.42765384,,,,,7.90016783572652e-05,,,0.6811186066199616,60,未继续大幅创新低;OBV上升/未跟随创新低;明显下影线;接近/站上开盘AVWAP
1777867740,2026-05-04 04:09:00 UTC,8.8313602e-05,9.543296e-05,8.3993296e-05,8.6302297e-05,10928.29932258,86302.29699999999,,,33904.12833126,,,,,8.010849870811682e-05,,,0.2018416799654247,30,未继续大幅创新低;接近/站上开盘AVWAP
1777867800,2026-05-04 04:10:00 UTC,8.6302297e-05,9.5970748e-05,8.4913563e-05,8.7457762e-05,11699.21429079,87457.762,,,45603.34262205,,,,,8.11369573250337e-05,SH,,0.1255956194998989,30,未继续大幅创新低;接近/站上开盘AVWAP
1777867860,2026-05-04 04:11:00 UTC,8.7457762e-05,9.1260281e-05,8.0906563e-05,8.6681427e-05,11969.82016213,86681.427,,,33633.52245992,,,,,8.165804265555045e-05,,,0.5577575128084413,40,未继续大幅创新低;明显下影线;接近/站上开盘AVWAP
1777867920,2026-05-04 04:12:00 UTC,8.6681427e-05,8.785118e-05,7.6641063e-05,8.1851533e-05,10351.62547726,81851.533,,,23281.89698266,,,,,8.169480520878942e-05,,,0.46480067960039995,40,未继续大幅创新低;明显下影线;接近/站上开盘AVWAP
1777867980,2026-05-04 04:13:00 UTC,8.1851533e-05,8.7218714e-05,7.6599541e-05,8.3948539e-05,10651.9006614,83948.539,,,33933.79764406,,,,,8.176322214427644e-05,SL,,0.4945763667283696,40,未继续大幅创新低;明显下影线;接近/站上开盘AVWAP
1777868040,2026-05-04 04:14:00 UTC,8.3948539e-05,8.9906835e-05,8.0221942e-05,8.7692032e-05,10334.94853407,87692.03199999999,,,44268.74617813,,,,,8.205190007405455e-05,,,0.3847845298858757,60,未继续大幅创新低;OBV上升/未跟随创新低;明显下影线;接近/站上开盘AVWAP
1777868100,2026-05-04 04:15:00 UTC,8.7692032e-05,9.4439534e-05,8.3197064e-05,8.9302272e-05,11474.50398242,89302.272,,,55743.25016055,,75.90884053713482,1.0986377928571428e-05,0.12302461832741979,8.254558874356645e-05,SH,LH,0.3998203241814294,60,未继续大幅创新低;OBV上升/未跟随创新低;明显下影线;接近/站上开盘AVWAP
1777868160,2026-05-04 04:16:00 UTC,8.9302272e-05,9.068205e-05,8.1532399e-05,8.6085996e-05,11590.16560643,86085.996,,,44153.084554119996,,70.24736932989373,1.0914193428571428e-05,0.12678244936111824,8.278426929321274e-05,,,0.49767985686011484,60,未继续大幅创新低;OBV上升/未跟随创新低;明显下影线;接近/站上开盘AVWAP
1777868220,2026-05-04 04:17:00 UTC,8.6085996e-05,8.9281697e-05,7.5584371e-05,7.8442765e-05,9864.78513486,78442.765,,,34288.299419259994,,64.1990835295235,1.0923435142857143e-05,0.13925357096804458,8.26933735462156e-05,,,0.20868262900364665,35,未继续大幅创新低;OBV上升/未跟随创新低
