钱包地址,钱包角色,game_side,证据等级,筹码解释,当前状态,处理动作,GMGN备注,原始证据引用
8Lzxj7G4wCKRwLvYe86eFK3jSy42dGWKPCpZWuQGnHG2,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=0.0；hold=0.073581531707853；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
HQRQQwFhGu2vcGjwASd649WJwZgGE7UWtRcQyACugL6M,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=4375.357795660956；hold=0.010337820467346999；sell_ratio=0.5794944339062004,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders;gmgn:token_traders
JB9o5TUPxpKhVgeEVhjcDYos6Jq8QCykASHT3cMg9xsi,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=1778.536776138445；hold=0.0072412892669289994；sell_ratio=0.16663090824529214,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders;gmgn:token_traders
Gc7JV9dxUGXu8LsRen6ZFYDxzyp6A8XT5RZpBxY5pfmc,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=3297.974198250425；hold=0.007117585852372；sell_ratio=0.6563718723047843,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders;gmgn:token_traders
3NZAx3pBHZs1qDTFqkZfmBFAmw5rvVvaqgciufwfdP26,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=934.2101808293548；hold=0.006759248119854001；sell_ratio=0.5578726608231817,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
HaBoBXAbaMKUyFCS7qTtT4jA6ngqcrYc1HGtJygbqN9Y,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=358.7057866285197；hold=0.003952755004124；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
GZ855aMMZYHeHTxioe8TkYzNWZpApo8Hi7sPRHyXci3K,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=870.4516580989845；hold=0.003656144945774；sell_ratio=0.6056579730269929,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders;gmgn:token_traders
GQVGXaFozLzzmEwFLnjYWm2Y6efErgTGwgQMUdbra4Vy,BAGHOLDER_WHALE,COUNTERPARTY_SIDE,R2,只读gmgn:token_holders证据；tags=top_holder；profit=168.43903429344232；hold=0.002565919813364；sell_ratio=0.8161862250439021,已清仓,risk_watch,GABI-BAGHOLDER_WHALE-R2-COUNTERPARTY_SIDE,gmgn:token_holders
DtA6K4PwVXtyzF8QEgCEvJf5uzRn9ZVFhVDU8XtgKyAu,BAGHOLDER_WHALE,COUNTERPARTY_SIDE,R2,只读gmgn:token_holders证据；tags=top_holder；profit=549.1171843862998；hold=0.002488087708487；sell_ratio=0.8741464720828117,已清仓,risk_watch,GABI-BAGHOLDER_WHALE-R2-COUNTERPARTY_SIDE,gmgn:token_holders;gmgn:token_traders
J7Ucv2oaya9FeM5Lo2Y94W3WiAmL9G7EFkbiVTuGvnQG,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=top_holder；profit=296.66644918299136；hold=0.002449274554416；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
9Rr6ghsqPbXF4AbPL9G1pkRjhX3qkrw1wbbZ8cs5DbQT,BAGHOLDER_WHALE,COUNTERPARTY_SIDE,R2,只读gmgn:token_holders证据；tags=top_holder；profit=93.75835066951437；hold=0.002138874171367；sell_ratio=0.7005133828327704,已清仓,risk_watch,GABI-BAGHOLDER_WHALE-R2-COUNTERPARTY_SIDE,gmgn:token_holders
EkR51R4DfUUmba823LiLJEeErodkkpd8akdPbTnNRmAH,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=151.75997650144143；hold=0.002134918069508；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
HgfRK2sTHbfWYGBw7SH6JREqkyCYr2EqYcG2kYAoJJ6P,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=153.69290523667553；hold=0.00208229337659；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
9imykV5FdxtAHkUGJRg8cwMejBwa3dSV27so5U7CUkDM,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=263.7196806611506；hold=0.002057656807491；sell_ratio=0.5896620421098544,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
Hnd8Sohcbw1TSbjgTpZwKCaegMwwMxbj9X8gMYVbqwYW,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=369.99179086440984；hold=0.002017783053432；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
E9qwgwacKoiMveLzzbSQ1V3LQxvbRkfAmrPFEX9AmYtp,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=119.1870465792748；hold=0.0019797165647189997；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
GYf9zXjb6Xk6qjuKvPft1DRjaDQZa4Lv9mxRhEk392NV,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=axiom；profit=412.5603578866727；hold=0.0019739537471360003；sell_ratio=0.37412861691041827,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
GiuaZuVX7661iYnBVojrZv6pmafX9tzh6yBojc4fCMM4,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=392.6279989428043；hold=0.001961250785515；sell_ratio=0.0,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
7i1nBmiyaN6TtSvv7DqjsbeWBYN5JxDyjAdVXhHMwQex,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=60.244203473872204；hold=0.0019571951490289998；sell_ratio=0.592905257289461,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
ErEAMs12wxmWaS5A885Srr6698c8Cbtoj7UQvYDdLUGa,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=469.8383488950588；hold=0.001948353449063；sell_ratio=0.2710073571886574,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
DpUcxfQ1X1tnvvk2MeGfaBni5aAxBVeD9xproqKn7PgN,RETAIL_NOISE,NOISE_SIDE,E1,只读gmgn:token_holders证据；tags=无；profit=205.20196033795736；hold=0.001934759116219；sell_ratio=0.5605711200529765,仍持有,risk_watch,GABI-RETAIL_NOISE-E1-NOISE_SIDE,gmgn:token_holders
