代币地址,代币符号,原状态,交易前状态,quote_security_permission,报价状态,安全权限,安全风险等级,最大价格影响_pct,报价偏离_pct,原因,审查输出目录,quote_security_decision_json,trade_confirmation_ticket_md
ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump,TROLLIEN,PAPER_READY,READY_FOR_CONFIRMATION,ALLOW_CONFIRMATION_LAYER,AVAILABLE,ALLOW,LOW,,3.045449,报价与安全扫描未触发硬阻断，可进入人工确认层,data/gmgn_candidates_live_run/quote_security/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump,data/gmgn_candidates_live_run/quote_security/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/quote_security_decision.json,data/gmgn_candidates_live_run/quote_security/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/trade_confirmation_ticket.md
