钱包地址,钱包角色,game_side,证据等级,筹码解释,当前状态,处理动作,GMGN备注,原始证据引用
BoQP31E9Dd1MyKjVMUvWuq7pJjKckPAJa5QRf5i4gxFQ,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=0.0；hold=0.15600904702128；sell_ratio=0.0,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
21KkJM6XkLoHJv5xwayqpJ27NZK7MavMYp4YhQtxgcr5,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=1573.772654415499；hold=0.028010305223538073；sell_ratio=0.0,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
GkkC5D3z5prXNiSd4jAaYNthakG5bzYSXspLHc9Lo2Wx,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=1144.5943466648007；hold=0.02300855129371094；sell_ratio=0.0,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
3BQc5YQdvWJruWRfbKtokmHdfCntngXuW6X4PtQu1Vyk,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=1016.2392945164063；hold=0.02266233580988227；sell_ratio=0.0,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
8avA5dWatcrJiHnuof3xk8UTaV25fZputpeBjWfLUk5n,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=132.95904382402682；hold=0.02261682591946476；sell_ratio=0.0,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
7fTREYp5bxYYemWMvdnSrdG2FeqppNUi8QUpSZsNe514,RETAIL_NOISE,NOISE_SIDE,E1,"GMGN标签=fomo,padre,top_holder；profit=1468.594463565542；hold=0.022209113078108616；sell_ratio=0.24999999999999156",仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_traders
3Ct8AjgepXq4Tf4kp71dZJMrn6Q2ETwf32APz9mezNhu,BAGHOLDER_WHALE,COUNTERPARTY_SIDE,R2,GMGN标签=top_holder；profit=1465.6179585278926；hold=0.02208047493693944；sell_ratio=0.8293140949312456,已清仓,risk_watch,MILF-BAGHOLDER_WHALE-R2-COUNTERPARTY_SIDE,token_traders
DBA34VtQiUC78y6ZfdcBBpaNKief2nafnuPVfsvP1MBs,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=887.3240158454983；hold=0.020822659469615246；sell_ratio=0.0,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
AMEtcdVr5vDm9SrPod9m5PDjQArdMJnU3Df7BoLmqrZe,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=912.8790162918114；hold=0.02059754330103856；sell_ratio=0.19525317277511012,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
881DyWemaE9KWxqGtGE9k4NjpUKQU56p4muizqZK48wb,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=878.9609293852811；hold=0.020591314349781606；sell_ratio=0.0,仍持有,risk_watch,MILF-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
