代币地址,信号时间,策略类型,信号等级,模拟入场价,模拟仓位SOL,止损价,最大浮盈_pct,最大浮亏_pct,最终出场价,最终收益率_pct,最终R倍数,出场原因,是否命中止损,是否命中止盈,已触发止盈次数
BgoywPPesMa2yH4KH1jicCoAi7Frq25WZNBQQhPNpump,2026-04-30 11:20:00 UTC,SIKK-B 控盘箱体突破回踩,S4_强确认信号,4.4916975e-05,0.143557,3.7094820152e-05,32.1423,-47.008,3.7094820152e-05,-17.4147,-1.0,命中硬止损,True,False,0
