代币地址,信号时间,策略类型,信号等级,模拟入场价,模拟仓位SOL,止损价,最大浮盈_pct,最大浮亏_pct,最终出场价,最终收益率_pct,最终R倍数,出场原因,是否命中止损,是否命中止盈,已触发止盈次数
4kCZp6rLBNSrjHEYXbE54MYbFb5dpMuptBtZHnMvpump,2026-05-02 08:26:00 UTC,SIKK-B 控盘箱体突破回踩,S4_强确认信号,9.7721544e-05,0.2,8.626538634800001e-05,6.527,-12.4493,8.626538634800001e-05,-11.7233,-1.0,命中硬止损,True,False,0
