address,链,代币符号,代币地址,gmgn_tags,address_type,token_source_type,funding_source_type,first_buy_time_utc,last_active_utc,holding_pct,holding_value_usd,buy_volume_usd,sell_volume_usd,sell_pct,total_profit_usd,realized_profit_usd,unrealized_profit_usd,token_source_address,funding_source,final_role,evidence_level,signal_direction,action_code,write_to_database,suggest_gmgn_track,review_priority,sikk_remark
Gr3k2DGNLnFVZqwhvSBE9xLxe4CN1uGtB3RACCbsJH4,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,top_holder,top_holder,基础设施,主动买入,未知源,00:18:12,03:46:43,7.017%,31418.41,0,未知,0,未知,0.000%,0,0,0,未知,未知,未知,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': ''}",未知,LP池子,I1,无,排除,I,无,"基础设施地址库,地址关系边库",否,无,LP/Pool基础设施，不进入普通钱包评分
GQjwMEMvfAPngTPd6o5w2sZzt6xvaZho9gYSgEqc8FAT,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,top_holder,top_holder,基础设施,主动买入,未知源,00:38:42,03:46:29,1.393%,6239.33,0,未知,0,未知,0.000%,0,0,0,未知,未知,未知,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': ''}",未知,LP池子,I1,无,排除,I,无,"基础设施地址库,地址关系边库",否,无,LP/Pool基础设施，不进入普通钱包评分
DxM1hfY8FQ8dNGrucuJzhJcF8KRbjk8WBwrgKvQ9spPv,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"kol,fomo,top_holder,bundler","kol,fomo,top_holder,bundler",普通钱包,主动买入,路由/工具节点候选,00:25:41,02:53:47,2.148%,9616.10,7355.65,未知,483.56,未知,3.323%,2740.66,248.45,2492.21,未知,未知,GnRFFi8CW1gVuUKYyoFjm4cxfAfX1iE2iGgp7DSwJJB5,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': 'GnRFFi8CW1gVuUKYyoFjm4cxfAfX1iE2iGgp7DSwJJB5', 'amount': '0.064216916', 'timestamp': 1766512771, 'tx_hash': 'tmngKL8E4RhVFMCnVQ73UTj1AcgB8QCUaW8P2tZ7YWQLm8bwaM1hH2cKdcuSEMjkpLQosYdkGsoYjt1CuKQ2g1r'}",结果钱包,E3,R1,正向,A3,观察派发风险,"地址主档库,钱包结果档案库",观察,中,KOL参与，注意后续派发
2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"kol,axiom,gmgn,wash_trader,bundler,transfer_in,paper_hands","kol,axiom,gmgn,wash_trader,bundler,transfer_in,paper_hands",普通钱包,转入,路由/工具节点候选,02:34:09,02:35:28,0.000%,0,1088.33,未知,2265.21,未知,100.000%,364.71,364.71,0,未知,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': 'AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk', 'amount': '6.748276223', 'timestamp': 1777311757, 'tx_hash': '2dnDuxgWj2za1h4bMZwJHJyg586Qyjr8C2VzBYf7B7LTLENatAKvycvDEARn8mCY4reDQJxmu7m2cXumHcsiG9mG'}",分发派发钱包,E4,R2,风险,R,A4重点追踪,"地址主档库,Token来源库,风险地址库,地址关系边库",否,高,Token转入后高比例卖出，疑似分发后派发
JBhVoSaXknLocuRGMUAbuWqEsegHA8eG1wUUNM2MBYiv,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"axiom,top_holder,bundler","axiom,top_holder,bundler",普通钱包,主动买入,路由/工具节点候选,00:22:08,01:11:34,3.285%,14711.51,7923.59,未知,1237.44,未知,4.871%,8020.53,880.59,7139.94,未知,未知,AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': 'AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk', 'amount': '0.314625', 'timestamp': 1777342982, 'tx_hash': '38XZPNW45SzhZv12CsonA9ReRkxx7e2yoYpRXrCeAxWL5byZwyhjCjnxVXnz9GsbyVnAE6VjLeDR2ot1V7hCG6yT'}",结果钱包,E4,无,结构,A4,复盘资金回流,"地址主档库,钱包结果档案库,地址关系边库",是,高,bundler+高结果，疑似结构执行中的结果地址
EmfYATLLQWYPDiqHxBFFKNzPFZTEPLupknMWAJZLzgwP,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"fomo,top_holder,transfer_in","fomo,top_holder,transfer_in",普通钱包,转入,路由/工具节点候选,00:52:09,00:59:07,2.767%,12390.91,14156.71,未知,0,未知,0.000%,-9254.32,0,-9254.32,未知,65kmABTfVidnwPzs5bfeyptpM2ewkkNewnJK6QwUSKXE,22zjkDKzquzFCCvnxRSYQU1Bb6gSu52LTEU3ZCBBQYuf,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'holding'}","{'name': None, 'from_address': '22zjkDKzquzFCCvnxRSYQU1Bb6gSu52LTEU3ZCBBQYuf', 'amount': '30', 'timestamp': 1777259160, 'tx_hash': '4LNT5ZgKpAGdSoCs5XNwddWm1UALSeWRu34Ai6mVKowuo9Qwv7h48h2GfA7xewnUAggQ5NXQnpwpPzXvG3YhqSU4'}",分发接收钱包,E4,无,结构,A4,观察Token去向,"地址主档库,Token来源库,地址关系边库",观察,高,Token转入/接收，需追Token来源地址
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"axiom,photon,padre,bundler,transfer_in","axiom,photon,padre,bundler,transfer_in",普通钱包,转入,路由/工具节点候选,00:18:06,02:53:01,0.000%,0,1089.65,未知,14671.01,未知,100.000%,12743.74,12743.74,0,未知,B2UdLdkJSk4tSnvHPupozH6gi1TPCS3rv3npd57G1Aut,AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': 'AxiomRXZAq1Jgjj9pHmNqVP7Lhu67wLXZJZbaK87TTSk', 'amount': '0.276569709', 'timestamp': 1777348207, 'tx_hash': '65wb2sKAaUK5ccfZWqMDvAXjFDoewfcdSup25x4EqSJ9eFTmYH8Rttta4EH1g8LSfYPYDW7n5GH3LWvuLr3ixqvP'}",分发派发钱包,E4,R2,风险,R,A4重点追踪,"地址主档库,Token来源库,风险地址库,地址关系边库",否,高,Token转入后高比例卖出，疑似分发后派发
7zNeNdCtyteKLop816zN6HoCyhYXtQf9U8jnW7FNVgXX,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"fomo,top_holder,bundler","fomo,top_holder,bundler",普通钱包,主动买入,路由/工具节点候选,00:57:56,02:56:57,1.533%,6866.51,8223.24,未知,0,未知,0.000%,-1360.21,0,-1360.21,未知,未知,D89hHJT5Aqyx1trP6EnGY9jJUB3whgnq3aUvvCqedvzf,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'holding'}","{'name': 'Coinbase Hot Wallet 3', 'from_address': 'D89hHJT5Aqyx1trP6EnGY9jJUB3whgnq3aUvvCqedvzf', 'amount': '20.10047453', 'timestamp': 1775451167, 'tx_hash': '4o6bfAjUUZE7TFg5w8YzodwxjNhL7zEJMJAbR2P6PznHD9jq4qFnfKLpEXsqRiuoeE1aUwayNidDFJkBSSxyYUWj'}",普通交易钱包,E2,无,中性,A2,观察持仓变化,地址主档库,观察,中,Top holder但关键结构证据不足
J4hY1wpM6dZCzAbFndKUBZBEEG5yVRdP96zYnPu9dULb,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"fomo,top_holder,bundler","fomo,top_holder,bundler",普通钱包,主动买入,未知源,01:19:11,02:54:10,1.190%,5327.04,7314.26,未知,0,未知,0.000%,-1990.31,0,-1990.31,未知,未知,未知,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'holding'}","{'name': None, 'from_address': '', 'amount': '', 'timestamp': 0, 'tx_hash': ''}",普通交易钱包,E2,无,中性,A2,观察持仓变化,地址主档库,观察,中,Top holder但关键结构证据不足
Bf4zji6S979QySiGNjPJ2VMZ5i2SRVtAzfx8QUBScJm6,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"axiom,fomo,top_holder,bundler","axiom,fomo,top_holder,bundler",普通钱包,主动买入,路由/工具节点候选,00:54:18,03:11:23,1.189%,5322.31,7807.21,未知,0,未知,0.000%,-2488.21,0,-2488.21,未知,未知,ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'holding'}","{'name': 's (zera mode)', 'from_address': 'ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1', 'amount': '100', 'timestamp': 1761569109, 'tx_hash': '4VJfW71g7rJfi2HK5SrNjREntJ66ofsy69XxNGYmJYMcQpHNaaEiATMJXq6emUMrNucy5Smuhv9xENXgYFxt8bMG'}",普通交易钱包,E2,无,中性,A2,观察持仓变化,地址主档库,观察,中,Top holder但关键结构证据不足
2dB5siVm4h2pnFaLRezJQGjd9AR4aWq2CLt4Mb1orbNV,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"gmgn,top_holder,bundler","gmgn,top_holder,bundler",普通钱包,主动买入,路由/工具节点候选,01:53:37,02:52:04,1.001%,4483.25,7502.67,未知,0,未知,0.000%,-3103.04,0,-3103.04,未知,未知,H8sMJSCQxfKiFTCfDR3DUMLPwcRbM61LGFJ8N4dK3WjS,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'holding'}","{'name': 'Coinbase 2', 'from_address': 'H8sMJSCQxfKiFTCfDR3DUMLPwcRbM61LGFJ8N4dK3WjS', 'amount': '51.69570749', 'timestamp': 1761444621, 'tx_hash': '62R8tBVUiwNMvAWwP3mEh857bwKU17y1nnftE8gfa21RVXcRsMSBmcULXJeS4NniaBd2N69nTbW3beLvbBYAexzp'}",普通交易钱包,E2,无,中性,A2,观察持仓变化,地址主档库,观察,中,Top holder但关键结构证据不足
GExMN6extw7JyLe3jENEZwULyyqbDxxcrfF44VFLvFAT,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"smart_degen,bundler","smart_degen,bundler",普通钱包,主动买入,路由/工具节点候选,00:28:46,02:55:33,0.404%,1827.30,4995.42,未知,6251.89,未知,70.028%,3080.76,2680.03,400.73,未知,未知,BNuebGMyAsrLytsS13whc3qUqbnM9mVwUJcumD31m5zA,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': 'BNuebGMyAsrLytsS13whc3qUqbnM9mVwUJcumD31m5zA', 'amount': '22.516354404', 'timestamp': 1777008084, 'tx_hash': 'To2CX9JH3BiJjFjjU5k8AFCUemkx4h7hEDkd2quxGYgmDW1r3GbaQnEtc9KBi4wncqhk75yFffh4fzbfDKgKwNq'}",结果钱包,E4,无,正向,A4,复盘稳定性,"地址主档库,钱包结果档案库",是,高,Smart Money高结果，需复盘稳定性
Dfi33bzKPRk7yrRxA8q9MB4TR9FodZ51wK9kkqbsrq4v,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"gmgn,fresh_wallet,top_holder,bundler","gmgn,fresh_wallet,top_holder,bundler",普通钱包,主动买入,路由/工具节点候选,01:10:03,02:00:03,1.952%,8739.55,42581.27,未知,24074.22,未知,70.045%,-10496.33,-1694.16,-8802.17,未知,未知,F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': 'F7p3dFrjRTbtRp8FRF6qHLomXbKRBzpvBLjtQcfcgmNe', 'amount': '80.236206172', 'timestamp': 1777049776, 'tx_hash': 'tvMWp929GCRX2zdkhd1fxd3Y9STqjg7UsCmi7WMP1gvPQAVGkWnztAu7ugz5SiZ22kNEjpotcUKqLWL1Ao3Wp4F'}",接盘鲸鱼,R2,R2,风险,R,不正向追踪,"风险地址库,地址主档库",否,高,高买入且大比例卖出/结果不稳定
22zjkDKzquzFCCvnxRSYQU1Bb6gSu52LTEU3ZCBBQYuf,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"smart_degen,axiom,padre,bundler","smart_degen,axiom,padre,bundler",普通钱包,主动买入,路由/工具节点候选,03:45:36,03:45:49,0.600%,2713.11,2518.79,未知,0,未知,0.000%,161.83,0,161.83,未知,未知,GCRJD52pGwcCSs4oswYxTBCPatxY1P6WpxCC9R9zty6r,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'holding'}","{'name': None, 'from_address': 'GCRJD52pGwcCSs4oswYxTBCPatxY1P6WpxCC9R9zty6r', 'amount': '10', 'timestamp': 1754362084, 'tx_hash': ''}",普通交易钱包,E1,无,中性,A1,无,地址主档库,否,低,低权重记录
4oqLr7WAC6VeLWnhDkw8QA4HFbxsT8iAgNbCXmNJzexZ,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"smart_degen,bundler","smart_degen,bundler",普通钱包,主动买入,路由/工具节点候选,02:51:54,03:15:38,0.033%,148.45,887.89,未知,1158.62,未知,88.734%,426.57,377.31,49.26,未知,未知,GfjD8eab6ebLRnbvjMHo2P11JFKrv2xrkVXVdQtktwTk,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': 'GfjD8eab6ebLRnbvjMHo2P11JFKrv2xrkVXVdQtktwTk', 'amount': '0.1', 'timestamp': 1737330842, 'tx_hash': ''}",普通交易钱包,E1,无,中性,A1,无,地址主档库,否,低,低权重记录
DZwgxGwTzaqFV91dBnoTeJWbirA4MCjwVNJ5jFfCpsSC,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"smart_degen,bundler","smart_degen,bundler",普通钱包,主动买入,路由/工具节点候选,02:50:57,03:04:43,0.083%,376.67,893.3,未知,839.61,未知,66.110%,327.04,251.71,75.32,未知,未知,8J7NGPfkD4oF2Pu8zXbxNvNfqhjaW668WnkNu7VrUv17,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': None, 'from_address': '8J7NGPfkD4oF2Pu8zXbxNvNfqhjaW668WnkNu7VrUv17', 'amount': '0.1', 'timestamp': 1756287315, 'tx_hash': ''}",普通交易钱包,E1,无,中性,A1,无,地址主档库,否,低,低权重记录
FAMEcanszfKG6WrXstFZjhpcsRkBA6Y59K2m3Qsjv5sa,sol,ewon,12eM87tTACWpgnwuapFUHDVDXFaZSxJqxBNj1AHB56sy,"smart_degen,bundler,paper_hands","smart_degen,bundler,paper_hands",普通钱包,主动买入,路由/工具节点候选,00:47:05,00:47:40,0.000%,0,1747.31,未知,1789.82,未知,100.000%,37.16,37.16,0,未知,未知,5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9,"{'name': None, 'address': '', 'timestamp': 0, 'tx_hash': '', 'type': 'sell'}","{'name': 'Binance', 'from_address': '5tzFkiKscXHK5ZXCGbXZxdw7gTjjD1mBwuoFbhUvuAi9', 'amount': '2', 'timestamp': 1771776767, 'tx_hash': '42Q7eYghaBEDjjGyp4Z3qbyfYt8EfUSqzcU1vby2RUqU6yLePiaXDqZYNLTDee38qUQCQdYftcHPmD9cZ3VLrMi'}",普通交易钱包,E1,无,中性,A1,无,地址主档库,否,低,低权重记录
