代币地址,代币符号,当前状态,状态原因,候选筛选等级,吸筹窗口状态,T_start,T_end,信号等级,风险门禁,建议纸面仓位SOL,钱包结构结论,钱包结构系数,钱包结构评分,钱包风险评分,对手盘压力评分,数据质量评分,钱包证据等级,钱包结构原因,钱包门禁模式,钱包门禁效果,would_block,would_pause,wallet_decision_stale,策略类型,更新时间,模式
KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump,GABI,PAPER_READY,吸筹窗口 valid + SIKK S3/S4 + 允许纸面交易 + 仓位大于0,S3_进入SIKK结构分析,valid,2026-05-08 01:17:00 UTC,2026-05-08 01:23:00 UTC,S4_强确认信号,ALLOW_PAPER_TRADE_允许纸面交易,0.080914,WALLET_BLOCK,0.0,0.0,100.0,100.0,100.0,E3,发现分发侧钱包 1 个；对手盘压力高，接盘/套牢筹码占比偏高；缺失字段：game_side；筹码控制状态机：CONTROL_BREAK_OR_DISTRIBUTION；筹码控制状态机：WALLET_BLOCK；筹码控制状态机：DISTRIBUTION_ACTIVE,observe,OBSERVE_ONLY,True,False,False,SIKK-B 控盘箱体突破回踩,2026-05-08T01:48:00Z,paper/readiness
xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump,MV,PAPER_READY,吸筹窗口 valid + SIKK S3/S4 + 允许纸面交易 + 仓位大于0,S3_进入SIKK结构分析,valid,2026-05-08 00:56:00 UTC,2026-05-08 01:00:00 UTC,S4_强确认信号,ALLOW_PAPER_TRADE_允许纸面交易,0.2,WALLET_BLOCK,0.0,0.0,100.0,100.0,100.0,E3,对手盘压力高，接盘/套牢筹码占比偏高；缺失字段：game_side；筹码控制状态机：CONTROL_MIGRATING_TO_COUNTERPARTY；筹码控制状态机：COUNTERPARTY_PRESSURE_HIGH,observe,OBSERVE_ONLY,True,False,False,SIKK-B 控盘箱体突破回踩,2026-05-08T01:48:00Z,paper/readiness
GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump,MASK,PAPER_READY,吸筹窗口 valid + SIKK S3/S4 + 允许纸面交易 + 仓位大于0,S3_进入SIKK结构分析,valid,2026-05-08 00:50:00 UTC,2026-05-08 00:56:00 UTC,S4_强确认信号,ALLOW_PAPER_TRADE_允许纸面交易,0.2,WALLET_BLOCK,0.0,0.0,100.0,100.0,100.0,E3,对手盘压力高，接盘/套牢筹码占比偏高；缺失字段：game_side；筹码控制状态机：CONTROL_MIGRATING_TO_COUNTERPARTY；筹码控制状态机：COUNTERPARTY_PRESSURE_HIGH,observe,OBSERVE_ONLY,True,False,False,SIKK-B 控盘箱体突破回踩,2026-05-08T01:48:00Z,paper/readiness
