代币地址,信号时间,策略类型,信号等级,模拟入场价,模拟仓位SOL,止损价,最大浮盈_pct,最大浮亏_pct,最终出场价,最终收益率_pct,最终R倍数,出场原因,是否命中止损,是否命中止盈,已触发止盈次数
GnqRKyQfcna6XbkoJMKkvUZUBQdtMb8oy5rH2ocpump,2026-05-02 18:08:00 UTC,SIKK-B 控盘箱体突破回踩,S4_强确认信号,0.00019961703,0.123829,0.000159316003668,22.9677,-16.1811,0.00020153435,0.9605,0.0476,数据结束,False,False,0
