timestamp,time_utc,open,high,low,close,volume,market_cap,volume_ma20,rvol,obv,cmf20,mfi14,atr14,atr_pct,avwap,swing,structure_tag,lower_wick_ratio,accumulation_score,score_reasons
1777751400,2026-05-02 19:50:00 UTC,5.0881198e-05,5.355414e-05,5.0676803e-05,5.355414e-05,249.03541545,53278.90792299864,,,0.0,,,,,5.259502766666666e-05,,,0.07103616990293472,30,未继续大幅创新低;接近/站上开盘AVWAP
1777751460,2026-05-02 19:51:00 UTC,5.355414e-05,5.4655976e-05,4.7394722e-05,4.875266e-05,887.15883461,48502.10428439816,,,-887.15883461,,,,,5.0777879758422266e-05,,,0.18701149966658653,15,未继续大幅创新低
1777751520,2026-05-02 19:52:00 UTC,4.875266e-05,5.8934037e-05,4.807188e-05,5.7110281e-05,1094.88917165,56816.772762209956,,,207.73033704,,,,,5.2705283553443825e-05,,,0.06267447616527735,30,未继续大幅创新低;接近/站上开盘AVWAP
1777751580,2026-05-02 19:53:00 UTC,5.7110281e-05,6.0386691e-05,5.45144e-05,5.9324362e-05,1248.49365678,59019.474882588715,,,1456.22399382,,,,,5.4632025020451126e-05,,,0.4420559199126887,60,未继续大幅创新低;OBV上升/未跟随创新低;明显下影线;接近/站上开盘AVWAP
1777751640,2026-05-02 19:54:00 UTC,5.9324362e-05,6.9552437e-05,5.6838144e-05,6.0304178e-05,2567.55275293,59994.25529070433,,,4023.7767467500003,,,,,5.785872514330414e-05,SH,,0.19554512390110868,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777751700,2026-05-02 19:55:00 UTC,6.0304178e-05,6.3541978e-05,5.1540668e-05,5.2724901e-05,1618.17700822,52453.930650893075,,,2405.59973853,,,,,5.7452798279599404e-05,,,0.09867531127851858,35,未继续大幅创新低;OBV上升/未跟随创新低
1777751760,2026-05-02 19:56:00 UTC,5.2724901e-05,5.5668333e-05,5.255125e-05,5.5668333e-05,352.3565905,55382.23540017311,,,2757.9563290300002,,,,,5.73287127082212e-05,,,0.05570945656563975,35,未继续大幅创新低;OBV上升/未跟随创新低
1777751820,2026-05-02 19:57:00 UTC,5.5668333e-05,5.5757767e-05,4.4184122e-05,4.648034e-05,1265.038276542,46241.46247310984,,,1492.9180524880003,,,,,5.6167437159980686e-05,SL,,0.19840059030668356,35,未继续大幅创新低;OBV上升/未跟随创新低
1777751880,2026-05-02 19:58:00 UTC,4.648034e-05,4.8324073e-05,4.5011563e-05,4.7343883e-05,639.38670511,47100.56744584491,,,2132.3047575980004,,,,,5.55697967281012e-05,,,0.44340303878327886,25,未继续大幅创新低;明显下影线
1777751940,2026-05-02 19:59:00 UTC,4.7343883e-05,4.944366e-05,4.6083548e-05,4.944366e-05,348.74502102,49189.55301151416,,,2481.0497786180003,,,,,5.5323753683795135e-05,,,0.3750871994743034,25,未继续大幅创新低;明显下影线
