代币地址,信号时间,策略类型,信号等级,模拟入场价,模拟仓位SOL,止损价,最大浮盈_pct,最大浮亏_pct,最终出场价,最终收益率_pct,最终R倍数,出场原因,是否命中止损,是否命中止盈,已触发止盈次数
GC3T8XboCofhBPs5U48DJgp6cxxMeu1CBZXgB2dopump,2026-04-28 17:46:00 UTC,SIKK-B 控盘箱体突破回踩,S4_强确认信号,2.1063508e-05,0.085319,1.48914915556e-05,7.2862,-33.7031,1.48914915556e-05,-29.3019,-1.0,命中硬止损,True,False,0
