代币地址,代币符号,候选筛选等级,模式,风险门禁,风险等级,信号等级,策略类型,信号时间,信号价格,信号置信分,建议纸面仓位SOL,止损价格,最大浮盈_pct,最终收益率_pct,自动准备输出,状态,说明
KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump,GABI,S3_进入SIKK结构分析,paper,ALLOW_PAPER_TRADE_允许纸面交易,低,S4_强确认信号,SIKK-B 控盘箱体突破回踩,2026-05-08 01:18:00 UTC,0.00017444363,99.0,0.080914,0.000120546077292,96.3185,-10.6726,"{'json': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump/signal_outputs/token_readiness_result.json', 'risk': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump/signal_outputs/risk_gate_report.json', 'signal': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump/signal_outputs/signal_events.csv', 'paper': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump/signal_outputs/paper_trades.csv', 'exit': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump/signal_outputs/exit_plan.json', 'review': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/KJtdeGP5Tha1RbCYaTvedHdv6oaXcV1kD8FCZtBpump/signal_outputs/auto_readiness_review.md'}",ok,纸面交易/自动准备信号，不执行真实 swap
xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump,MV,S3_进入SIKK结构分析,paper,ALLOW_PAPER_TRADE_允许纸面交易,低,S4_强确认信号,SIKK-B 控盘箱体突破回踩,2026-05-08 00:46:00 UTC,0.00011541619,95.0,0.2,0.000101220315872,3.1952,-12.2997,"{'json': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump/signal_outputs/token_readiness_result.json', 'risk': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump/signal_outputs/risk_gate_report.json', 'signal': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump/signal_outputs/signal_events.csv', 'paper': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump/signal_outputs/paper_trades.csv', 'exit': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump/signal_outputs/exit_plan.json', 'review': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/xNGegLW3dgvSGq4qZP33gz3AJFq9jzSMysCbPrSpump/signal_outputs/auto_readiness_review.md'}",ok,纸面交易/自动准备信号，不执行真实 swap
GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump,MASK,S3_进入SIKK结构分析,paper,ALLOW_PAPER_TRADE_允许纸面交易,低,S4_强确认信号,SIKK-B 控盘箱体突破回踩,2026-05-08 01:17:00 UTC,0.0002128099,99.0,0.2,0.0001995552992,3.063,-6.2284,"{'json': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump/signal_outputs/token_readiness_result.json', 'risk': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump/signal_outputs/risk_gate_report.json', 'signal': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump/signal_outputs/signal_events.csv', 'paper': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump/signal_outputs/paper_trades.csv', 'exit': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump/signal_outputs/exit_plan.json', 'review': 'data/source_wallet_bot/auto_tasks/wallet_structure_longrun_20260508_014528/cycles/cycle_0001_20260508_014732/candidate_signal_outputs/GRzVr7w2QAgn2yxphqHLEPVweuuV5T741EEH3s13pump/signal_outputs/auto_readiness_review.md'}",ok,纸面交易/自动准备信号，不执行真实 swap
