trade_id,position_id,token_address,token_symbol,side,event_type,trade_time,price,market_cap_usd,liquidity_usd,size_sol,size_usd,token_amount,slippage_pct,fee_sol,quote_source,reason,事件时间,事件类型,代币地址,代币符号,价格,仓位SOL,原因,信号等级,wallet_structure_status,wallet_structure_factor,wallet_structure_score,wallet_risk_score
TRD-PAPER_ENTRY-paper-ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump-2026-05-04T12:40:33Z-2026-05-04T12:40:33Z,paper-ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump-2026-05-04T12:40:33Z,ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump,TROLLIEN,BUY,PAPER_ENTRY,2026-05-04T12:40:33Z,8.523260896878352e-05,,,0.2,0.0,2346.51974661,3.0,0.0005,okx_market_price,满足纸面入场条件,2026-05-04T12:40:33Z,PAPER_ENTRY,ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump,TROLLIEN,8.523260896878352e-05,0.2,满足纸面入场条件,S4_强确认信号,WALLET_BLOCK,1.0,0.0,100.0
