钱包地址,钱包角色,game_side,证据等级,筹码解释,当前状态,处理动作,GMGN备注,原始证据引用
2Umb31px1FGhB5qLmCJrrdHhDJCRzocWkEgHsk4775bf,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=0.0；hold=0.08236869617013676；sell_ratio=0.0,仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
FcG8NUXeTyCuf79g7Q6eWovhqVvhF6sSU4xajSjxAeiW,DISTRIBUTION_SELLER,DISTRIBUTION_SIDE,E3,"GMGN标签=transfer_in,top_holder；profit=6579.26861856375；hold=0.050000454904138715；sell_ratio=0.0",仍持有,risk_watch,UNIPUMP-DISTRIBUTION_SELLER-E3-DISTRIBUTION_SIDE,token_holders
9dbcLC76Cr32kkSt2ayEzkYxxptwtkyAnSYNUsnnzK8A,HIGH_RESULT_WALLET,STRUCTURE_SIDE,E4,"GMGN标签=fomo,bundler,top_holder；profit=5404.827786465984；hold=0.042040382483399835；sell_ratio=0.0020547317574368244",仍持有,risk_watch,UNIPUMP-HIGH_RESULT_WALLET-E4-STRUCTURE_SIDE,token_holders
AKfjA7dEpb8783fVkgzKdAQKUEucQixnqXaAEFFwvbaM,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=-930.6264403356499；hold=0.023549602719500542；sell_ratio=0.0,仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
31HPt5v1zLzBM9CvfnHj467e1q7bvieJk8845kP6M8HF,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=814.4250756152842；hold=0.022930526295947242；sell_ratio=0.0,仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
34syhubDfDzbAVe4hv4vDcQ9tX4db2APVt5mwb9vxEKT,RETAIL_NOISE,NOISE_SIDE,E1,"GMGN标签=fomo,bundler,top_holder；profit=2091.3883839049868；hold=0.02208291863801577；sell_ratio=0.0",仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
JCgG4gMJjMAx7w3nXZ6CKqYa51ANbsxCanvD6jTUmuBU,RETAIL_NOISE,NOISE_SIDE,E1,"GMGN标签=gmgn,bundler,top_holder；profit=2238.803816541259；hold=0.021739356309770707；sell_ratio=0.0",仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
6AKPf5E7dzXKDqMXAf5E5kH7iaNDBafL8bhTEQCNL3Tt,RETAIL_NOISE,NOISE_SIDE,E1,"GMGN标签=bullx,top_holder；profit=804.9110201857029；hold=0.0213334743684608；sell_ratio=0.0",仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
6UUqXEpm42QJssxEDJy4DGsg973dcdYMmwG7LieyY9rT,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=top_holder；profit=-1284.7684115481297；hold=0.01938564205210239；sell_ratio=0.0,仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
7uqH31bTzV98Mt8E4cQVE6Sn5ezuiFmvuNrMR2HyZFg3,RETAIL_NOISE,NOISE_SIDE,E1,"GMGN标签=bundler,top_holder；profit=1754.5975681613863；hold=0.01726758919626751；sell_ratio=0.0",仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
9tBVfGoprxwd4cdHgvzi4QcSU6XjYNEAyAfM3jq6i3D3,RETAIL_NOISE,NOISE_SIDE,E1,"GMGN标签=fomo,bundler,top_holder；profit=-1419.9080567105816；hold=0.017133853093303446；sell_ratio=0.3655241056562648",仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
FZvKfnokhmpLP7Yo5srCXa6wwDhFaRXwz59sGWVescqr,RETAIL_NOISE,NOISE_SIDE,E1,GMGN标签=无；profit=0.0；hold=0.0160653808199227；sell_ratio=0.0,仍持有,risk_watch,UNIPUMP-RETAIL_NOISE-E1-NOISE_SIDE,token_holders
