signal_level,strategy_type,signal_time,signal_price,confidence_score,evidence,invalidation_reasons
S2_预备信号,SIKK-B 预备观察,2026-05-02 14:42:00 UTC,3.2656772e-05,76.0,"['第一波控盘箱体明确', '回踩不破 0.236 强控位', '收盘站上 AVWAP', 'OBV 不弱或增强', 'CMF 改善或转正', '早期钱包未集中清仓', '突破最近 LH']",[]
