address,gmgn_note,reason,action
Fp4CxwregS8kxZNniRNW9QaJdk7NmS4TWmbXA3PrKi9b,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=0.0；hold=0.15844327519710763；sell_ratio=0.0,risk_watch
34hYWwksgZa814fMyBRAafQYEGH2kRYFKzWNEkmHw4Xt,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=1614.8966673977732；hold=0.03443738768936071；sell_ratio=0.1324038048170065,risk_watch
EF7fuMtYGq2LuCoY3tNxXqVAnkr765p4gMZjm26tdyQo,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=1153.132561611378；hold=0.027842896573148628；sell_ratio=0.017700780444532153,risk_watch
GCEXX2VGFnwb9jrCEqbUUYWoJVtzReq9rKTyG8tPnw3u,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=1110.0058189187766；hold=0.023964954542929105；sell_ratio=0.0,risk_watch
6wgaPZZMC71DvyRtJVe8FWjVEgGjT5bGzyhx76SJy6rT,CHARITYDROP-DISTRIBUTION_SELLER-E3-DISTRIBUTION_SIDE,"GMGN标签=fresh_wallet,transfer_in,top_holder；profit=885.5058389020169；hold=0.02248942005753961；sell_ratio=0.0",risk_watch
6M1i8VZ4Hnvs3WT7u8TaSktvMNxZCT9KecpBNYKoVtrG,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=375.2345690804205；hold=0.020575652099459222；sell_ratio=0.5748589012708993,risk_watch
36jMMG2hWBYWV7zvRuWqfFPCJaDLSpMGrUGfJY1Qj2Ho,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=top_holder；profit=1000.5286809220102；hold=0.020068874712296；sell_ratio=0.6276520019092177,risk_watch
FUbHPPDCjqrtGzJbz6w1n63oqiMfGZETmXCqHCYRQDhw,CHARITYDROP-DISTRIBUTION_SELLER-E3-DISTRIBUTION_SIDE,"GMGN标签=transfer_in,top_holder；profit=810.6423216398388；hold=0.01908113593704666；sell_ratio=0.06742598989080324",risk_watch
6uWy4f92Z4NpEBD4Un2yCpb9ypHokzuNPBJSEmfMXAvZ,CHARITYDROP-BAGHOLDER_WHALE-R2-COUNTERPARTY_SIDE,GMGN标签=top_holder；profit=1059.585932178191；hold=0.018730277265752045；sell_ratio=0.8018817442922223,risk_watch
JDo2YZm3barZQpoYi2QwURqUZNCuWWWEzhrSXFFh7Xw7,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,"GMGN标签=bundler,top_holder；profit=757.5753791840964；hold=0.01852678876282655；sell_ratio=0.4303293386453535",risk_watch
DHRBrWEvX7ofPypjYd9nuk4dngXwHpNMRHFc2TaDC1Si,CHARITYDROP-BAGHOLDER_WHALE-R2-COUNTERPARTY_SIDE,GMGN标签=top_holder；profit=957.9523504280182；hold=0.017218800594873154；sell_ratio=0.7561709322681092,risk_watch
46dMtwMGvM2TDkKXcYRyystPxENHkb55J5N7mSFozS9S,CHARITYDROP-DISTRIBUTION_SELLER-E3-DISTRIBUTION_SIDE,GMGN标签=transfer_in；profit=718.9966690662595；hold=0.015984389015015244；sell_ratio=0.0,risk_watch
67MHu7ELJTJZeuvcSrhwGujixQxDSQBpr9gb5hSnaaBm,CHARITYDROP-BAGHOLDER_WHALE-R2-COUNTERPARTY_SIDE,GMGN标签=无；profit=631.1914280622283；hold=0.015535959729959564；sell_ratio=0.7231856074581923,risk_watch
FL5AbiMsPBUDjKHtB4grz4ss54AyQUtcvSk1o1c6D5zX,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=无；profit=643.212985930142；hold=0.015506176510001675；sell_ratio=0.0,risk_watch
G2tYN36Cugk21Mc8VUgnAEH5XJ89DxQvuGFZjWLEbTpA,CHARITYDROP-EARLY_BUYER-E2-STRUCTURE_SIDE,GMGN标签=fresh_wallet；profit=237.19585192635313；hold=0.015373624214306691；sell_ratio=0.7475970533842409,risk_watch
6qQTXaxiGwk1EgXX51qDduQs3i78xYkgY6TP45GwwejV,CHARITYDROP-RETAIL_NOISE-E1-NOISE_SIDE,GMGN标签=gmgn；profit=632.9663025284032；hold=0.015314109879685962；sell_ratio=0.5752374739952463,risk_watch
FnqW72q5dednTMdRH19WVJ9YwvmB75ZAfTZzZFUyErDy,CHARITYDROP-DISTRIBUTION_SELLER-E3-DISTRIBUTION_SIDE,GMGN标签=transfer_in；profit=368.28882518964645；hold=0.015128222644260622；sell_ratio=0.0,risk_watch
