doc_id,module,gap_type,detail
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,harness,NOT_VISIBLE_IN_WEB,Web 中不可见
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,harness,NO_TEST,缺少对应测试
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,harness,NO_SOURCE_TRACE,缺少源文件或来源追踪
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,harness,NO_ACCEPTANCE,缺少验收声明
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,repomix_context,NOT_VISIBLE_IN_TG,TG 中不可见
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,repomix_context,NOT_VISIBLE_IN_WEB,Web 中不可见
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,repomix_context,NO_TEST,缺少对应测试
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,repomix_context,NO_ACCEPTANCE,缺少验收声明
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,hermes_execution,NOT_VISIBLE_IN_TG,TG 中不可见
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,hermes_execution,NOT_VISIBLE_IN_WEB,Web 中不可见
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,hermes_execution,NO_TEST,缺少对应测试
SIKK_candidate_discovery_wallet_structure_telegram_web_dashboard_cli_runtime_paper_runner_hermes_execution_repomix_context_paper-only_1f728e37f1fa,hermes_execution,NO_ACCEPTANCE,缺少验收声明
