signal_level,strategy_type,signal_time,signal_price,confidence_score,evidence,invalidation_reasons
S2_预备信号,SIKK-B 预备观察,2026-04-30 14:33:00 UTC,5.5245851e-05,76.0,"['第一波控盘箱体明确', '回踩不破 0.236 强控位', '收盘站上 AVWAP', 'OBV 不弱或增强', 'CMF 改善或转正', '早期钱包未集中清仓', '突破最近 LH']",[]
