token,T_start,T_end,window_high,window_low,window_duration_bars,window_duration_minutes,POC_price,VAH_price,VAL_price,AVWAP_anchor_time,latest_AVWAP,accumulation_score_avg,breakout_type,window_status,interpretation,T_start_market_cap,T_end_market_cap
3XwDQHMKcner1GhXRqLKojrWWwNdMaruQs7g7riDpump,2026-05-03 15:15:00 UTC,2026-05-03 15:26:00 UTC,0.00044030146,0.00037400433,12,11.0,0.0004133682509375,0.00042303658239583333,0.00040784349010416663,2026-05-03 14:59:00 UTC,0.00035620826995060056,72.08,突破VAH且OBV/CMF同步增强,valid,识别到疑似早期吸筹窗口：2026-05-03 15:15:00 UTC 至 2026-05-03 15:26:00 UTC。结束信号为：突破VAH且OBV/CMF同步增强。该窗口可用于后续固定范围成交量分布、POC/VAH/VAL、AVWAP 与 Fib 区间锚定。,392365.92142962647,425117.96120879805
