代币地址,信号时间,策略类型,信号等级,模拟入场价,模拟仓位SOL,止损价,最大浮盈_pct,最大浮亏_pct,最终出场价,最终收益率_pct,最终R倍数,出场原因,是否命中止损,是否命中止盈,已触发止盈次数
3eMG67f9WeWB119wd9dsGd5ih5DB21rM2fGwP5k5pump,2026-05-04 07:05:00 UTC,SIKK-B 控盘箱体突破回踩,S4_强确认信号,6.8823866e-05,0.183165,5.9430187395999995e-05,3.7238,-18.1611,5.9430187395999995e-05,-13.6489,-1.0,命中硬止损,True,False,0
