timestamp,time_utc,open,high,low,close,volume,market_cap,volume_ma20,rvol,obv,cmf20,mfi14,atr14,atr_pct,avwap,swing,structure_tag,lower_wick_ratio,accumulation_score,score_reasons
1777488540,2026-04-29 18:49:00 UTC,2.3759879e-05,2.7494256e-05,2.3759879e-05,2.7079988e-05,585.38080927,27079.864786054597,,,0.0,,,,,2.611137433333333e-05,,,0.0,30,未继续大幅创新低;接近/站上开盘AVWAP
1777488600,2026-04-29 18:50:00 UTC,2.7079988e-05,2.71327e-05,2.2039949e-05,2.3137611e-05,750.38956131,23137.505723869952,,,-750.38956131,,,,,2.4983375086976132e-05,,,0.21553419752899777,15,未继续大幅创新低
1777488660,2026-04-29 18:51:00 UTC,2.3137611e-05,2.3198679e-05,2.0585484e-05,2.1576023e-05,559.38082838,21575.92482909535,,,-1309.77038969,,,,,2.4039839434722133e-05,SL,,0.3790528452717842,25,未继续大幅创新低;明显下影线
1777488720,2026-04-29 18:52:00 UTC,2.1576023e-05,2.703606e-05,2.1576023e-05,2.6710538e-05,977.30638225,26710.4164670521,,,-332.46400744000005,,,,,2.4403107080299417e-05,,,0.0,30,未继续大幅创新低;接近/站上开盘AVWAP
1777488780,2026-04-29 18:53:00 UTC,2.6710538e-05,2.6806698e-05,2.3762648e-05,2.5189457e-05,552.32235896,25189.34238797065,,,-884.7863664,,,,,2.4540160730841677e-05,,,0.46872061891230404,40,未继续大幅创新低;明显下影线;接近/站上开盘AVWAP
1777488840,2026-04-29 18:54:00 UTC,2.5189457e-05,2.8019345e-05,2.5189457e-05,2.7357229e-05,556.13473919,27357.10452460805,,,-328.65162721,,,,,2.4863592344402195e-05,,,0.0,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777488900,2026-04-29 18:55:00 UTC,2.7357229e-05,3.2357356e-05,2.6096282e-05,3.1857951e-05,1035.090363221,31857.80604632295,,,706.438736011,,,,,2.594496160345064e-05,,,0.20139468084868478,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777488960,2026-04-29 18:56:00 UTC,3.1857951e-05,3.4971848e-05,3.1109098e-05,3.3456019e-05,1288.93623394,33455.86677511355,,,1995.374969951,,,,,2.7423833294795127e-05,,,0.1938652514400362,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777489020,2026-04-29 18:57:00 UTC,3.3456019e-05,3.9279522e-05,3.2296981e-05,3.7665667e-05,1555.42905853,37665.495621215145,,,3550.804028481,,,,,2.9202840399960203e-05,,,0.16599086206582922,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777489080,2026-04-29 18:58:00 UTC,3.7665667e-05,3.9343673e-05,3.093303e-05,3.1995597e-05,2188.87431116,31995.451420033653,,,1361.9297173209998,,,,,3.0267503130016436e-05,SH,,0.126336000707675,50,未继续大幅创新低;OBV上升/未跟随创新低;接近/站上开盘AVWAP
1777489140,2026-04-29 18:59:00 UTC,3.1995597e-05,3.5808551e-05,2.9217856e-05,3.1431891e-05,1632.64695682,31431.747984895952,,,-270.71723949900024,,,,,3.053098517488371e-05,,,0.3359334637697544,30,未继续大幅创新低;接近/站上开盘AVWAP
1777489200,2026-04-29 19:00:00 UTC,3.1431891e-05,3.2353263e-05,2.5448105e-05,2.7363398e-05,1869.93871346,27363.2734965391,,,-2140.6559529590004,,,,,3.0235322272557867e-05,,,0.27737135051797507,15,未继续大幅创新低
1777489260,2026-04-29 19:01:00 UTC,2.7363398e-05,2.7363398e-05,2.5856664e-05,2.6552594e-05,311.028758452,26552.4731856973,,,-2451.6847114110005,,,,,3.015355525102676e-05,,,0.4618798009469488,25,未继续大幅创新低;明显下影线
1777489320,2026-04-29 19:02:00 UTC,2.6552594e-05,2.6552594e-05,2.2349715e-05,2.2889046e-05,590.090217148,22888.9418548407,,,-3041.7749285590007,,44.137167453391875,4.821198000000001e-06,0.21063341827352705,2.989947613739982e-05,,,0.12832417968730442,15,未继续大幅创新低
1777489380,2026-04-29 19:03:00 UTC,2.2889046e-05,2.5019033e-05,2.2889046e-05,2.3462322e-05,558.36579833,23462.215246434902,,,-2483.4091302290008,,42.774103404783624,4.7065987142857145e-06,0.20060242606361445,2.967223103159833e-05,,,0.0,15,未继续大幅创新低
1777489440,2026-04-29 19:04:00 UTC,2.3462322e-05,2.3566055e-05,1.67187e-05,1.7736403e-05,1706.11953838,17736.32229936635,,,-4189.528668609,,41.34106751868687,4.831927571428571e-06,0.2724299606537228,2.861780114643188e-05,,,0.1486271706374213,15,未继续大幅创新低
1777489500,2026-04-29 19:05:00 UTC,1.7736403e-05,1.8261137e-05,1.5932483e-05,1.6376794e-05,1172.39908276,16376.719485587299,,,-5361.927751369,,40.649112551486,4.811603214285714e-06,0.2938061756339925,2.7847051585114845e-05,,,0.1908016390584425,15,未继续大幅创新低
1777489560,2026-04-29 19:06:00 UTC,1.6376794e-05,1.684591e-05,1.4899547e-05,1.5909762e-05,599.18603508,15909.6896105829,,,-5961.113786449,,36.43695710739138,4.560626500000001e-06,0.28665585946540245,2.7459391740604754e-05,SL,LL,0.5190270263049594,25,未继续大幅创新低;明显下影线
1777489620,2026-04-29 19:07:00 UTC,1.5909762e-05,1.8391868e-05,1.5411534e-05,1.8277095e-05,626.40807507,18277.01183921775,,,-5334.705711379,,35.98740468538199,4.556075357142858e-06,0.24927787250341793,2.712844247681234e-05,SH,LH,0.16717186731420086,25,未继续大幅创新低;ATR%收缩
1777489680,2026-04-29 19:08:00 UTC,1.8277095e-05,1.830606e-05,1.5239632e-05,1.5430624e-05,457.43399806,15430.5537906608,978.6430909885501,0.4674165712424693,-5792.1397094389995,-0.1251048289125849,33.119451535968594,4.5729710714285714e-06,0.29635684671135604,2.6875967326809456e-05,,,0.06228484738594875,15,未继续大幅创新低
1777489740,2026-04-29 19:09:00 UTC,1.5430624e-05,1.7714732e-05,1.5273683e-05,1.6762011e-05,607.093600775,16761.93473284995,979.7287305638001,0.6196547899801189,-5185.046108664,-0.14141450176184986,29.644595568549747,4.300112142857142e-06,0.25653915528734245,2.6566328088513347e-05,,,0.06429244148724611,45,未继续大幅创新低;OBV上升/未跟随创新低;ATR%收缩
1777489800,2026-04-29 19:10:00 UTC,1.6762011e-05,1.7129408e-05,1.5352827e-05,1.5352827e-05,335.46151441,15352.757144637151,958.9823282188001,0.3498099021627243,-5520.507623074,-0.13970529508234134,21.05050211394814,4.1511000714285715e-06,0.27038017633029876,2.6392651877883874e-05,,,0.0,15,未继续大幅创新低
1777489860,2026-04-29 19:11:00 UTC,1.5352827e-05,1.6750116e-05,1.5352827e-05,1.6361396e-05,334.25688996,16361.321555648201,947.7261312978001,0.35269354607989367,-5186.250733114,-0.1264029730374211,8.301672228728577,3.7521535e-06,0.2293296672239948,2.622852080543324e-05,,,0.0,45,未继续大幅创新低;OBV上升/未跟随创新低;ATR%收缩
1777489920,2026-04-29 19:12:00 UTC,1.6361396e-05,2.0100646e-05,1.6361396e-05,1.978386e-05,606.21340612,19783.769983437,929.1714824913,0.6524236026859294,-4580.037326993999,-0.14815266638947874,14.84230043235705,3.4184825714285715e-06,0.1727914861623855,2.601718451302606e-05,,,0.0,45,未继续大幅创新低;OBV上升/未跟随创新低;ATR%收缩
1777489980,2026-04-29 19:13:00 UTC,1.978386e-05,2.0381156e-05,1.9439738e-05,1.9484817e-05,275.80593432,19484.72834408265,915.3456612593,0.3013134228883065,-4855.843261313999,-0.16212588561277919,20.84882840219653,3.0149627857142867e-06,0.15473395442791618,2.5937880757956353e-05,,,0.04788414923020363,45,未继续大幅创新低;OBV上升/未跟随创新低;ATR%收缩
1777490040,2026-04-29 19:14:00 UTC,1.9484817e-05,2.3296955e-05,1.9468804e-05,2.2866951e-05,584.16213895,22866.84695537295,916.7470312473,0.637211923288375,-4271.681122364,-0.15331332875003936,33.555319889748176,2.7951765714285717e-06,0.12223652254419803,2.5831594004218897e-05,SH,HH,0.00418295934512512,55,未继续大幅创新低;OBV上升/未跟随创新低;MFI低位抬升;ATR%收缩
1777490100,2026-04-29 19:15:00 UTC,2.2866951e-05,2.301451e-05,2.1035459e-05,2.1271879e-05,357.63606069,21271.78221295055,882.87431612075,0.40508150951928523,-4629.3171830539995,-0.22387926535001312,33.6528973711781,2.8289135e-06,0.13298841630304498,2.576759150754052e-05,,,0.1194612973591896,35,未继续大幅创新低;MFI低位抬升;ATR%收缩
1777490160,2026-04-29 19:16:00 UTC,2.1271879e-05,2.1522797e-05,2.1271879e-05,2.1522797e-05,20.6879689,21522.699071273648,819.46190286875,0.025245797062164965,-4608.629214154,-0.2568623893837036,36.67022342568832,2.5466305714285715e-06,0.11832247320961917,2.576364571583031e-05,,,0.0,55,未继续大幅创新低;OBV上升/未跟随创新低;MFI低位抬升;ATR%收缩
1777490220,2026-04-29 19:17:00 UTC,2.1522797e-05,2.6343969e-05,2.1522797e-05,2.4320353e-05,967.97582882,24320.24234239385,790.0892413832499,1.2251474619820348,-3640.6533853339997,-0.30951031739479806,48.74089437666119,2.738858071428572e-06,0.11261588478705767,2.5694049736265882e-05,SH,HH,0.0,55,未继续大幅创新低;OBV上升/未跟随创新低;MFI低位抬升;ATR%收缩
1777490280,2026-04-29 19:18:00 UTC,2.4320353e-05,2.4320353e-05,2.1899978e-05,2.1899978e-05,275.56896541,21899.8783551001,694.4239740957499,0.39683100769790447,-3916.222350744,-0.25420906221661715,58.3369836945939,2.422645214285714e-06,0.11062318027377535,2.565966043201276e-05,,,0.0,55,未继续大幅创新低;OBV上升/未跟随创新低;MFI低位抬升;ATR%收缩
1777490340,2026-04-29 19:19:00 UTC,2.1899978e-05,2.1899978e-05,1.8010087e-05,1.8010087e-05,686.63977846,18010.00505410415,647.1236151777499,1.0610643196375948,-4602.862129204,-0.28445041833131857,61.27213394406837,2.534162142857143e-06,0.14070793455118474,2.5482511350785955e-05,,,0.0,45,未继续大幅创新低;OBV上升/未跟随创新低;MFI低位抬升
1777490400,2026-04-29 19:20:00 UTC,1.8010087e-05,1.846592e-05,1.489861e-05,1.5071897e-05,714.3665795,15071.82842286865,589.3450084797498,1.2121364722215102,-5317.2287087039995,-0.29641819706973155,60.331699052635756,2.649944071428571e-06,0.17582020839371254,2.521927534344153e-05,,,0.048576378279431835,35,未继续大幅创新低;OBV上升/未跟随创新低
1777490460,2026-04-29 19:21:00 UTC,1.5071897e-05,1.6965466e-05,1.3573752e-05,1.6582528e-05,1016.10322044,16582.4525494976,624.5987315791499,1.626809612422721,-4301.125488264,-0.2148162952006685,50.1106659582839,2.679328357142857e-06,0.1615753856796055,2.4852541823252828e-05,SL,LL,0.4417073491455944,60,RVOL>1.5;未继续大幅创新低;OBV上升/未跟随创新低;明显下影线
1777490520,2026-04-29 19:22:00 UTC,1.6582528e-05,1.7058604e-05,1.6347133e-05,1.7058604e-05,318.12506769,17058.5263833518,611.00047410625,0.5206625545673138,-3983.0004205739997,-0.15766846287572528,54.885114567213414,2.511117142857143e-06,0.14720531309931004,2.475675595240516e-05,,,0.3308567742044301,35,未继续大幅创新低;OBV上升/未跟随创新低
1777490580,2026-04-29 19:23:00 UTC,1.7058604e-05,1.7127779e-05,1.678185e-05,1.678185e-05,146.68319034,16781.7736425825,590.4163437067499,0.2484402606795979,-4129.6836109139995,-0.15375510760525293,52.18293425840364,2.361465714285714e-06,0.14071545832466112,2.471376989541379e-05,SH,LH,0.0,45,未继续大幅创新低;OBV上升/未跟随创新低;ATR%收缩
