代币地址,代币符号,处理状态,钱包结构结论,钱包结构系数,钱包结构评分,钱包风险评分,对手盘压力评分,数据质量评分,筹码控制权状态,钱包证据等级,建议状态调整,状态机建议,PAPER_READY允许说明,状态调整原因,wallet_structure_status,wallet_structure_score,wallet_risk_score,counterparty_pressure_score,data_quality_score,wallet_structure_factor,wallet_structure_reason,wallet_evidence_level,钱包结构快照,钱包结构Delta,wallet_structure_snapshot_path,wallet_structure_delta_path,wallet_snapshot_time,wallet_decision_created_at,wallet_delta_time,wallet_source_time,wallet_refresh_started_at,wallet_refresh_finished_at,钱包结构输出
ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump,TROLLIEN,ok,WALLET_BLOCK,0.0,0,100,72,100,CONTROL_MIGRATING_TO_COUNTERPARTY,E3,调整为 BLOCKED,BLOCKED,钱包结构支持但不绕过 K线/quote/安全扫描；只有 signal_gate、quote_gate、security_gate 都通过，才允许 PAPER_READY。,"对手盘压力高，接盘/套牢筹码占比偏高；缺失字段：wallet_address, role, game_side, evidence_level；筹码控制状态机：CONTROL_MIGRATING_TO_COUNTERPARTY；筹码控制状态机：COUNTERPARTY_PRESSURE_HIGH",WALLET_BLOCK,0,100,72,100,0.0,"对手盘压力高，接盘/套牢筹码占比偏高；缺失字段：wallet_address, role, game_side, evidence_level；筹码控制状态机：CONTROL_MIGRATING_TO_COUNTERPARTY；筹码控制状态机：COUNTERPARTY_PRESSURE_HIGH",E3,data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/snapshots/snapshot_20260504T124032Z.json,data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/snapshots/delta_20260504T123834Z__20260504T124032Z.json,data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/snapshots/snapshot_20260504T124032Z.json,data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/snapshots/delta_20260504T123834Z__20260504T124032Z.json,2026-05-04T12:40:27Z,2026-05-04T12:40:27Z,2026-05-04T12:40:27Z,2026-05-04T12:40:27Z,2026-05-04T12:40:27Z,2026-05-04T12:40:27Z,"{'decision_json': 'data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/wallet_structure_decision.json', 'summary_md': 'data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/wallet_structure_summary.md', 'early_wallet_raw_csv': 'data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/early_wallet_raw.csv', 'wallet_classification_csv': 'data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/wallet_classification.csv', 'candidate_groups_csv': 'data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/candidate_groups.csv', 'gmgn_note_table_csv': 'data/gmgn_candidates_live_run/wallet_structure/ECgweD7xkMj4bm8CcM9rusxKjyQGgdosCvVmhGUupump/gmgn_note_table.csv'}"
